Monthly mean sea levels with the average seasonal cycle removed.
The values are in meters relative to the most recent Mean Sea Level datum established by CO-OPS.
Column values are the Year, Month, Monthly Mean, Relative Sea Level Trend Line, Higher 95% Confidence Interval, and Lower 95% Confidence Interval.
Product of NOAA’s National Ocean Service / Center for Operational Oceanographic Products and Services (CO-OPS)

Year   Month    Monthly_MSL        Linear_Trend     High_Conf.      Low_Conf.
1904   12       -0.147          -0.186           -0.177          -0.196          
1905   1        -0.139          -0.186           -0.177          -0.195          
1905   2        -0.106          -0.186           -0.177          -0.195          
1905   3        -0.047          -0.186           -0.177          -0.195          
1905   4        -0.123          -0.186           -0.176          -0.195          
1905   5        -0.145          -0.185           -0.176          -0.195          
1905   6        -0.188          -0.185           -0.176          -0.194          
1905   7        -0.171          -0.185           -0.176          -0.194          
1905   8        -0.162          -0.185           -0.176          -0.194          
1905   9        -0.146          -0.185           -0.176          -0.194          
1905   10       -0.177          -0.185           -0.175          -0.194          
1905   11       -0.202          -0.184           -0.175          -0.194          
1905   12       -0.187          -0.184           -0.175          -0.193          
1906   1        -0.139          -0.184           -0.175          -0.193          
1906   2        -0.075          -0.184           -0.175          -0.193          
1906   3        -0.102          -0.184           -0.175          -0.193          
1906   4        -0.156          -0.184           -0.174          -0.193          
1906   5        -0.115          -0.183           -0.174          -0.192          
1906   6        -0.060          -0.183           -0.174          -0.192          
1906   7        -0.137          -0.183           -0.174          -0.192          
1906   8        -0.147          -0.183           -0.174          -0.192          
1906   9        -0.195          -0.183           -0.174          -0.192          
1906   10       -0.232          -0.183           -0.173          -0.192          
1906   11       -0.199          -0.182           -0.173          -0.191          
1906   12       -0.153          -0.182           -0.173          -0.191          
1907   1        -0.160          -0.182           -0.173          -0.191          
1907   2        -0.161          -0.182           -0.173          -0.191          
1907   3        -0.066          -0.182           -0.173          -0.191          
1907   4        -0.098          -0.181           -0.172          -0.190          
1907   5        -0.099          -0.181           -0.172          -0.190          
1907   6        -0.096          -0.181           -0.172          -0.190          
1907   7        -0.110          -0.181           -0.172          -0.190          
1907   8        -0.129          -0.181           -0.172          -0.190          
1907   9        -0.125          -0.181           -0.172          -0.190          
1907   10       -0.180          -0.180           -0.171          -0.189          
1907   11       -0.192          -0.180           -0.171          -0.189          
1907   12       -0.077          -0.180           -0.171          -0.189          
1908   1        -0.078          -0.180           -0.171          -0.189          
1908   2        -0.188          -0.180           -0.171          -0.189          
1908   3        -0.169          -0.180           -0.171          -0.188          
1908   4        -0.165          -0.179           -0.170          -0.188          
1908   5        -0.127          -0.179           -0.170          -0.188          
1908   6        -0.151          -0.179           -0.170          -0.188          
1908   7        -0.131          -0.179           -0.170          -0.188          
1908   8        -0.126          -0.179           -0.170          -0.188          
1908   9        -0.170          -0.179           -0.170          -0.187          
1908   10       -0.186          -0.178           -0.170          -0.187          
1908   11       -0.132          -0.178           -0.169          -0.187          
1908   12       -0.202          -0.178           -0.169          -0.187          
1909   1        -0.032          -0.178           -0.169          -0.187          
1909   2        0.013           -0.178           -0.169          -0.186          
1909   3        -0.178          -0.177           -0.169          -0.186          
1909   4        -0.235          -0.177           -0.169          -0.186          
1909   5        -0.197          -0.177           -0.168          -0.186          
1909   6        -0.157          -0.177           -0.168          -0.186          
1909   7        -0.146          -0.177           -0.168          -0.186          
1909   8        -0.171          -0.177           -0.168          -0.185          
1909   9        -0.167          -0.176           -0.168          -0.185          
1909   10       -0.141          -0.176           -0.168          -0.185          
1909   11       -0.067          -0.176           -0.167          -0.185          
1909   12       -0.174          -0.176           -0.167          -0.185          
1910   1        -0.130          -0.176           -0.167          -0.184          
1910   2        -0.212          -0.176           -0.167          -0.184          
1910   3        -0.166          -0.175           -0.167          -0.184          
1910   4        -0.174          -0.175           -0.167          -0.184          
1910   5        -0.148          -0.175           -0.166          -0.184          
1910   6        -0.157          -0.175           -0.166          -0.184          
1910   7        -0.180          -0.175           -0.166          -0.183          
1910   8        -0.220          -0.175           -0.166          -0.183          
1910   9        -0.216          -0.174           -0.166          -0.183          
1910   10       -0.189          -0.174           -0.166          -0.183          
1910   11       -0.147          -0.174           -0.165          -0.183          
1910   12       -0.238          -0.174           -0.165          -0.182          
1911   1        -0.169          -0.174           -0.165          -0.182          
1911   2        -0.234          -0.173           -0.165          -0.182          
1911   3        -0.212          -0.173           -0.165          -0.182          
1911   4        -0.205          -0.173           -0.165          -0.182          
1911   5        -0.133          -0.173           -0.164          -0.182          
1911   6        -0.179          -0.173           -0.164          -0.181          
1911   7        -0.146          -0.173           -0.164          -0.181          
1911   8        -0.190          -0.172           -0.164          -0.181          
1911   9        -0.167          -0.172           -0.164          -0.181          
1911   10       -0.138          -0.172           -0.164          -0.181          
1911   11       -0.226          -0.172           -0.163          -0.180          
1911   12       -0.275          -0.172           -0.163          -0.180          
1912   1        -0.145          -0.172           -0.163          -0.180          
1912   2        -0.249          -0.171           -0.163          -0.180          
1912   3        -0.224          -0.171           -0.163          -0.180          
1912   4        -0.196          -0.171           -0.163          -0.180          
1912   5        -0.170          -0.171           -0.162          -0.179          
1912   6        -0.170          -0.171           -0.162          -0.179          
1912   7        -0.167          -0.171           -0.162          -0.179          
1912   8        -0.193          -0.170           -0.162          -0.179          
1912   9        -0.192          -0.170           -0.162          -0.179          
1912   10       -0.168          -0.170           -0.162          -0.178          
1912   11       -0.122          -0.170           -0.161          -0.178          
1912   12       -0.263          -0.170           -0.161          -0.178          
1913   1        -0.197          -0.169           -0.161          -0.178          
1913   2        -0.298          -0.169           -0.161          -0.178          
1913   3        -0.258          -0.169           -0.161          -0.177          
1913   4        -0.144          -0.169           -0.161          -0.177          
1913   5        -0.200          -0.169           -0.160          -0.177          
1913   6        -0.124          -0.169           -0.160          -0.177          
1913   7        -0.167          -0.168           -0.160          -0.177          
1913   8        -0.159          -0.168           -0.160          -0.177          
1913   9        -0.173          -0.168           -0.160          -0.176          
1913   10       -0.263          -0.168           -0.160          -0.176          
1913   11       -0.107          -0.168           -0.159          -0.176          
1913   12       -0.181          -0.168           -0.159          -0.176          
1914   1        0.105           -0.167           -0.159          -0.176          
1914   2        -0.188          -0.167           -0.159          -0.175          
1914   3        -0.188          -0.167           -0.159          -0.175          
1914   4        -0.095          -0.167           -0.159          -0.175          
1914   5        -0.121          -0.167           -0.159          -0.175          
1914   6        -0.130          -0.167           -0.158          -0.175          
1914   7        -0.161          -0.166           -0.158          -0.175          
1914   8        -0.171          -0.166           -0.158          -0.174          
1914   9        -0.161          -0.166           -0.158          -0.174          
1914   10       -0.077          -0.166           -0.158          -0.174          
1914   11       -0.189          -0.166           -0.158          -0.174          
1914   12       -0.138          -0.166           -0.157          -0.174          
1915   1        -0.127          -0.165           -0.157          -0.173          
1915   2        -0.008          -0.165           -0.157          -0.173          
1915   3        -0.148          -0.165           -0.157          -0.173          
1915   4        -0.068          -0.165           -0.157          -0.173          
1915   5        -0.039          -0.165           -0.157          -0.173          
1915   6        -0.173          -0.164           -0.156          -0.173          
1915   7        -0.128          -0.164           -0.156          -0.172          
1915   8        -0.129          -0.164           -0.156          -0.172          
1915   9        -0.122          -0.164           -0.156          -0.172          
1915   10       -0.153          -0.164           -0.156          -0.172          
1915   11       -0.098          -0.164           -0.156          -0.172          
1915   12       -0.086          -0.163           -0.155          -0.171          
1916   1        -0.123          -0.163           -0.155          -0.171          
1916   2        -0.161          -0.163           -0.155          -0.171          
1916   3        -0.087          -0.163           -0.155          -0.171          
1916   4        -0.126          -0.163           -0.155          -0.171          
1916   5        -0.130          -0.163           -0.155          -0.171          
1916   6        -0.154          -0.162           -0.154          -0.170          
1916   7        -0.100          -0.162           -0.154          -0.170          
1916   8        -0.117          -0.162           -0.154          -0.170          
1916   9        -0.131          -0.162           -0.154          -0.170          
1916   10       -0.250          -0.162           -0.154          -0.170          
1916   11       -0.253          -0.162           -0.154          -0.169          
1916   12       -0.184          -0.161           -0.153          -0.169          
1917   1        -0.303          -0.161           -0.153          -0.169          
1917   2        -0.285          -0.161           -0.153          -0.169          
1917   3        -0.252          -0.161           -0.153          -0.169          
1917   4        -0.138          -0.161           -0.153          -0.169          
1917   5        -0.212          -0.160           -0.153          -0.168          
1917   6        -0.185          -0.160           -0.152          -0.168          
1917   7        -0.140          -0.160           -0.152          -0.168          
1917   8        -0.193          -0.160           -0.152          -0.168          
1917   9        -0.164          -0.160           -0.152          -0.168          
1917   10       -0.269          -0.160           -0.152          -0.167          
1917   11       -0.238          -0.159           -0.152          -0.167          
1917   12       -0.153          -0.159           -0.151          -0.167          
1918   1        -0.160          -0.159           -0.151          -0.167          
1918   2        -0.115          -0.159           -0.151          -0.167          
1918   3        -0.078          -0.159           -0.151          -0.167          
1918   4        -0.141          -0.159           -0.151          -0.166          
1918   5        -0.127          -0.158           -0.151          -0.166          
1918   6        -0.127          -0.158           -0.150          -0.166          
1918   7        -0.122          -0.158           -0.150          -0.166          
1918   8        -0.138          -0.158           -0.150          -0.166          
1918   9        -0.109          -0.158           -0.150          -0.165          
1918   10       -0.107          -0.158           -0.150          -0.165          
1918   11       -0.092          -0.157           -0.150          -0.165          
1918   12       -0.138          -0.157           -0.149          -0.165          
1919   1        -0.072          -0.157           -0.149          -0.165          
1919   2        -0.081          -0.157           -0.149          -0.165          
1919   3        -0.130          -0.157           -0.149          -0.164          
1919   4        -0.110          -0.156           -0.149          -0.164          
1919   5        -0.112          -0.156           -0.149          -0.164          
1919   6        -0.166          -0.156           -0.148          -0.164          
1919   7        -0.164          -0.156           -0.148          -0.164          
1919   8        -0.171          -0.156           -0.148          -0.163          
1919   9        -0.143          -0.156           -0.148          -0.163          
1919   10       -0.226          -0.155           -0.148          -0.163          
1919   11       -0.220          -0.155           -0.148          -0.163          
1919   12       -0.226          -0.155           -0.147          -0.163          
1920   1        -0.276          -0.155           -0.147          -0.163          
1920   2        -0.313          -0.155           -0.147          -0.162          
1920   3        -0.145          -0.155           -0.147          -0.162          
1920   4        -0.238          -0.154           -0.147          -0.162          
1920   5        -0.215          -0.154           -0.147          -0.162          
1920   6        -0.185          -0.154           -0.146          -0.162          
1920   7        -0.164          -0.154           -0.146          -0.161          
1920   8        -0.181          -0.154           -0.146          -0.161          
1920   9        -0.119          -0.154           -0.146          -0.161          
1920   10       -0.061          -0.153           -0.146          -0.161          
1920   11       -0.186          -0.153           -0.146          -0.161          
1920   12       -0.059          -0.153           -0.146          -0.161          
1921   1        -0.120          -0.153           -0.145          -0.160          
1921   2        -0.188          -0.153           -0.145          -0.160          
1921   3        -0.154          -0.152           -0.145          -0.160          
1921   4        -0.217          -0.152           -0.145          -0.160          
1921   5        -0.176          -0.152           -0.145          -0.160          
1921   6        -0.127          -0.152           -0.145          -0.159          
1921   7        -0.189          -0.152           -0.144          -0.159          
1921   8        -0.193          -0.152           -0.144          -0.159          
1921   9        -0.180          -0.151           -0.144          -0.159          
1921   10       -0.128          -0.151           -0.144          -0.159          
1921   11       -0.165          -0.151           -0.144          -0.159          
1921   12       -0.199          -0.151           -0.144          -0.158          
1922   1        -0.312          -0.151           -0.143          -0.158          
1922   2        -0.170          -0.151           -0.143          -0.158          
1922   3        -0.206          -0.150           -0.143          -0.158          
1922   4        -0.278          -0.150           -0.143          -0.158          
1922   5        -0.206          -0.150           -0.143          -0.157          
1922   6        -0.160          -0.150           -0.143          -0.157          
1922   7        -0.167          -0.150           -0.142          -0.157          
1922   8        -0.153          -0.150           -0.142          -0.157          
1922   9        -0.161          -0.149           -0.142          -0.157          
1922   10       -0.144          -0.149           -0.142          -0.157          
1922   11       -0.238          -0.149           -0.142          -0.156          
1922   12       -0.150          -0.149           -0.142          -0.156          
1923   1        -0.072          -0.149           -0.141          -0.156          
1923   2        -0.295          -0.149           -0.141          -0.156          
1923   3        -0.364          -0.148           -0.141          -0.156          
1923   4        -0.150          -0.148           -0.141          -0.155          
1923   5        -0.179          -0.148           -0.141          -0.155          
1923   6        -0.124          -0.148           -0.141          -0.155          
1923   7        -0.161          -0.148           -0.140          -0.155          
1923   8        -0.153          -0.147           -0.140          -0.155          
1923   9        -0.146          -0.147           -0.140          -0.155          
1923   10       -0.128          -0.147           -0.140          -0.154          
1923   11       -0.171          -0.147           -0.140          -0.154          
1923   12       -0.162          -0.147           -0.140          -0.154          
1924   1        -0.242          -0.147           -0.139          -0.154          
1924   2        -0.127          -0.146           -0.139          -0.154          
1924   3        -0.288          -0.146           -0.139          -0.153          
1924   4        -0.257          -0.146           -0.139          -0.153          
1924   5        -0.215          -0.146           -0.139          -0.153          
1924   6        -0.203          -0.146           -0.139          -0.153          
1924   7        -0.216          -0.146           -0.138          -0.153          
1924   8        -0.303          -0.145           -0.138          -0.153          
1924   9        -0.186          -0.145           -0.138          -0.152          
1924   10       -0.068          -0.145           -0.138          -0.152          
1924   11       -0.144          -0.145           -0.138          -0.152          
1924   12       -0.241          -0.145           -0.138          -0.152          
1925   1        -0.181          -0.145           -0.137          -0.152          
1925   2        -0.020          -0.144           -0.137          -0.151          
1925   3        -0.194          -0.144           -0.137          -0.151          
1925   4        -0.165          -0.144           -0.137          -0.151          
1925   5        -0.130          -0.144           -0.137          -0.151          
1925   6        -0.127          -0.144           -0.137          -0.151          
1925   7        -0.131          -0.143           -0.136          -0.151          
1925   8        -0.144          -0.143           -0.136          -0.150          
1925   9        -0.161          -0.143           -0.136          -0.150          
1925   10       -0.189          -0.143           -0.136          -0.150          
1925   11       -0.165          -0.143           -0.136          -0.150          
1925   12       -0.144          -0.143           -0.136          -0.150          
1926   1        -0.133          -0.142           -0.135          -0.149          
1926   2        -0.023          -0.142           -0.135          -0.149          
1926   3        -0.203          -0.142           -0.135          -0.149          
1926   4        -0.123          -0.142           -0.135          -0.149          
1926   5        -0.121          -0.142           -0.135          -0.149          
1926   6        -0.209          -0.142           -0.135          -0.149          
1926   7        -0.192          -0.141           -0.134          -0.148          
1926   8        -0.159          -0.141           -0.134          -0.148          
1926   9        -0.161          -0.141           -0.134          -0.148          
1926   10       -0.104          -0.141           -0.134          -0.148          
1926   11       -0.064          -0.141           -0.134          -0.148          
1926   12       -0.196          -0.141           -0.134          -0.147          
1927   1        -0.093          -0.140           -0.133          -0.147          
1927   2        -0.039          -0.140           -0.133          -0.147          
1927   3        -0.212          -0.140           -0.133          -0.147          
1927   4        -0.162          -0.140           -0.133          -0.147          
1927   5        -0.170          -0.140           -0.133          -0.147          
1927   6        -0.124          -0.139           -0.133          -0.146          
1927   7        -0.167          -0.139           -0.132          -0.146          
1927   8        -0.138          -0.139           -0.132          -0.146          
1927   9        -0.122          -0.139           -0.132          -0.146          
1927   10       -0.089          -0.139           -0.132          -0.146          
1927   11       -0.074          -0.139           -0.132          -0.145          
1927   12       -0.220          -0.138           -0.132          -0.145          
1928   1        -0.163          -0.138           -0.131          -0.145          
1928   2        -0.215          -0.138           -0.131          -0.145          
1928   3        -0.108          -0.138           -0.131          -0.145          
1928   4        -0.071          -0.138           -0.131          -0.145          
1928   5        -0.151          -0.138           -0.131          -0.144          
1928   6        -0.142          -0.137           -0.131          -0.144          
1928   7        -0.146          -0.137           -0.130          -0.144          
1928   8        -0.132          -0.137           -0.130          -0.144          
1928   9        -0.173          -0.137           -0.130          -0.144          
1928   10       -0.177          -0.137           -0.130          -0.143          
1928   11       -0.165          -0.137           -0.130          -0.143          
1928   12       -0.187          -0.136           -0.130          -0.143          
1929   1        -0.297          -0.136           -0.129          -0.143          
1929   2        -0.343          -0.136           -0.129          -0.143          
1929   3        -0.264          -0.136           -0.129          -0.143          
1929   4        -0.150          -0.136           -0.129          -0.142          
1929   5        -0.200          -0.135           -0.129          -0.142          
1929   6        -0.072          -0.135           -0.129          -0.142          
1929   7        -0.131          -0.135           -0.128          -0.142          
1929   8        -0.132          -0.135           -0.128          -0.142          
1929   9        -0.167          -0.135           -0.128          -0.141          
1929   10       -0.162          -0.135           -0.128          -0.141          
1929   11       -0.363          -0.134           -0.128          -0.141          
1929   12       -0.229          -0.134           -0.128          -0.141          
1930   1        -0.276          -0.134           -0.127          -0.141          
1930   2        -0.115          -0.134           -0.127          -0.141          
1930   3        -0.194          -0.134           -0.127          -0.140          
1930   4        -0.083          -0.134           -0.127          -0.140          
1930   5        -0.145          -0.133           -0.127          -0.140          
1930   6        -0.145          -0.133           -0.127          -0.140          
1930   7        -0.155          -0.133           -0.126          -0.140          
1930   8        -0.098          -0.133           -0.126          -0.139          
1930   9        -0.094          -0.133           -0.126          -0.139          
1930   10       -0.122          -0.133           -0.126          -0.139          
1930   11       -0.171          -0.132           -0.126          -0.139          
1930   12       -0.205          -0.132           -0.126          -0.139          
1931   1        -0.117          -0.132           -0.125          -0.139          
1931   2        -0.139          -0.132           -0.125          -0.138          
1931   3        -0.209          -0.132           -0.125          -0.138          
1931   4        -0.153          -0.132           -0.125          -0.138          
1931   5        -0.136          -0.131           -0.125          -0.138          
1931   6        -0.102          -0.131           -0.125          -0.138          
1931   7        -0.158          -0.131           -0.124          -0.137          
1931   8        -0.165          -0.131           -0.124          -0.137          
1931   9        -0.140          -0.131           -0.124          -0.137          
1931   10       -0.147          -0.130           -0.124          -0.137          
1931   11       -0.205          -0.130           -0.124          -0.137          
1931   12       -0.068          -0.130           -0.124          -0.137          
1932   1        -0.203          -0.130           -0.123          -0.136          
1932   2        -0.170          -0.130           -0.123          -0.136          
1932   3        -0.154          -0.130           -0.123          -0.136          
1932   4        -0.013          -0.129           -0.123          -0.136          
1932   5        -0.090          -0.129           -0.123          -0.136          
1932   6        -0.160          -0.129           -0.123          -0.135          
1932   7        -0.131          -0.129           -0.122          -0.135          
1932   8        -0.129          -0.129           -0.122          -0.135          
1932   9        -0.186          -0.129           -0.122          -0.135          
1932   10       -0.153          -0.128           -0.122          -0.135          
1932   11       -0.110          -0.128           -0.122          -0.135          
1932   12       -0.162          -0.128           -0.122          -0.134          
1933   1        -0.105          -0.128           -0.121          -0.134          
1933   2        -0.228          -0.128           -0.121          -0.134          
1933   3        -0.090          -0.128           -0.121          -0.134          
1933   4        -0.205          -0.127           -0.121          -0.134          
1933   5        -0.087          -0.127           -0.121          -0.134          
1933   6        -0.112          -0.127           -0.121          -0.133          
1933   7        -0.149          -0.127           -0.121          -0.133          
1933   8        -0.153          -0.127           -0.120          -0.133          
1933   9        -0.088          -0.126           -0.120          -0.133          
1933   10       -0.199          -0.126           -0.120          -0.133          
1933   11       -0.256          -0.126           -0.120          -0.132          
1933   12       0.039           -0.126           -0.120          -0.132          
1934   1        -0.099          -0.126           -0.120          -0.132          
1934   2        -0.121          -0.126           -0.119          -0.132          
1934   3        -0.127          -0.125           -0.119          -0.132          
1934   4        -0.141          -0.125           -0.119          -0.132          
1934   5        -0.072          -0.125           -0.119          -0.131          
1934   6        -0.154          -0.125           -0.119          -0.131          
1934   7        -0.152          -0.125           -0.119          -0.131          
1934   8        -0.168          -0.125           -0.118          -0.131          
1934   9        -0.164          -0.124           -0.118          -0.131          
1934   10       -0.122          -0.124           -0.118          -0.130          
1934   11       -0.010          -0.124           -0.118          -0.130          
1934   12       -0.159          -0.124           -0.118          -0.130          
1935   1        -0.038          -0.124           -0.118          -0.130          
1935   2        -0.115          -0.124           -0.117          -0.130          
1935   3        -0.060          -0.123           -0.117          -0.130          
1935   4        -0.132          -0.123           -0.117          -0.129          
1935   5        -0.194          -0.123           -0.117          -0.129          
1935   6        -0.163          -0.123           -0.117          -0.129          
1935   7        -0.116          -0.123           -0.117          -0.129          
1935   8        -0.141          -0.122           -0.116          -0.129          
1935   9        -0.131          -0.122           -0.116          -0.128          
1935   10       -0.156          -0.122           -0.116          -0.128          
1935   11       -0.256          -0.122           -0.116          -0.128          
1935   12       -0.126          -0.122           -0.116          -0.128          
1936   1        -0.105          -0.122           -0.116          -0.128          
1936   2        -0.118          -0.121           -0.115          -0.128          
1936   3        -0.218          -0.121           -0.115          -0.127          
1936   4        -0.205          -0.121           -0.115          -0.127          
1936   5        -0.087          -0.121           -0.115          -0.127          
1936   6        -0.048          -0.121           -0.115          -0.127          
1936   7        -0.125          -0.121           -0.115          -0.127          
1936   8        -0.147          -0.120           -0.114          -0.126          
1936   9        -0.183          -0.120           -0.114          -0.126          
1936   10       -0.208          -0.120           -0.114          -0.126          
1936   11       -0.293          -0.120           -0.114          -0.126          
1936   12       -0.193          -0.120           -0.114          -0.126          
1937   1        -0.306          -0.120           -0.114          -0.126          
1937   2        -0.103          -0.119           -0.113          -0.125          
1937   3        -0.124          -0.119           -0.113          -0.125          
1937   4        -0.098          -0.119           -0.113          -0.125          
1937   5        -0.118          -0.119           -0.113          -0.125          
1937   6        -0.081          -0.119           -0.113          -0.125          
1937   7        -0.128          -0.119           -0.112          -0.125          
1937   8        -0.159          -0.118           -0.112          -0.124          
1937   9        -0.167          -0.118           -0.112          -0.124          
1937   10       -0.122          -0.118           -0.112          -0.124          
1937   11       -0.040          -0.118           -0.112          -0.124          
1937   12       -0.104          -0.118           -0.112          -0.124          
1938   1        -0.136          -0.117           -0.111          -0.123          
1938   2        0.004           -0.117           -0.111          -0.123          
1938   3        -0.014          -0.117           -0.111          -0.123          
1938   4        -0.129          -0.117           -0.111          -0.123          
1938   5        -0.163          -0.117           -0.111          -0.123          
1938   6        -0.166          -0.117           -0.111          -0.123          
1938   7        -0.131          -0.116           -0.110          -0.122          
1938   8        -0.175          -0.116           -0.110          -0.122          
1938   9        -0.155          -0.116           -0.110          -0.122          
1938   10       -0.132          -0.116           -0.110          -0.122          
1938   11       -0.244          -0.116           -0.110          -0.122          
1938   12       -0.229          -0.116           -0.110          -0.121          
1939   1        -0.160          -0.115           -0.109          -0.121          
1939   2        -0.258          -0.115           -0.109          -0.121          
1939   3        -0.242          -0.115           -0.109          -0.121          
1939   4        -0.217          -0.115           -0.109          -0.121          
1939   5        -0.130          -0.115           -0.109          -0.121          
1939   6        -0.151          -0.115           -0.109          -0.120          
1939   7        -0.152          -0.114           -0.108          -0.120          
1939   8        -0.123          -0.114           -0.108          -0.120          
1939   9        -0.125          -0.114           -0.108          -0.120          
1939   10       -0.150          -0.114           -0.108          -0.120          
1939   11       -0.150          -0.114           -0.108          -0.119          
1939   12       -0.046          -0.113           -0.108          -0.119          
1940   1        -0.084          -0.113           -0.107          -0.119          
1940   2        -0.002          -0.113           -0.107          -0.119          
1940   3        -0.053          -0.113           -0.107          -0.119          
1940   4        -0.129          -0.113           -0.107          -0.119          
1940   5        -0.093          -0.113           -0.107          -0.118          
1940   6        -0.160          -0.112           -0.107          -0.118          
1940   7        -0.125          -0.112           -0.106          -0.118          
1940   8        -0.150          -0.112           -0.106          -0.118          
1940   9        -0.067          -0.112           -0.106          -0.118          
1940   10       -0.025          -0.112           -0.106          -0.118          
1940   11       -0.125          -0.112           -0.106          -0.117          
1940   12       0.005           -0.111           -0.106          -0.117          
1941   1        -0.011          -0.111           -0.105          -0.117          
1941   2        0.007           -0.111           -0.105          -0.117          
1941   3        -0.005          -0.111           -0.105          -0.117          
1941   4        -0.062          -0.111           -0.105          -0.116          
1941   5        -0.039          -0.111           -0.105          -0.116          
1941   6        -0.118          -0.110           -0.105          -0.116          
1941   7        -0.103          -0.110           -0.104          -0.116          
1941   8        -0.086          -0.110           -0.104          -0.116          
1941   9        -0.061          -0.110           -0.104          -0.116          
1941   10       -0.113          -0.110           -0.104          -0.115          
1941   11       -0.049          -0.109           -0.104          -0.115          
1941   12       0.024           -0.109           -0.104          -0.115          
1942   1        -0.120          -0.109           -0.103          -0.115          
1942   2        -0.130          -0.109           -0.103          -0.115          
1942   3        -0.200          -0.109           -0.103          -0.114          
1942   4        -0.019          -0.109           -0.103          -0.114          
1942   5        -0.078          -0.108           -0.103          -0.114          
1942   6        -0.133          -0.108           -0.103          -0.114          
1942   7        -0.094          -0.108           -0.102          -0.114          
